Delta_59.8469	Delta_-94.5263	Delta_-73.7151
0.293542	-1.516051	-0.550267
0.247123	-1.406233	-0.134736
0.356440	-1.665601	-0.498349
0.434302	-1.640986	-0.760136
0.253851	-1.276473	-0.604441
0.230253	-1.426508	-0.459521
0.382403	-1.432339	-0.456068
0.214766	-1.455570	-0.452461
0.384034	-1.341930	-0.488085
0.142607	-1.642229	-0.073714
0.601144	-1.581829	-0.613118
0.181062	-1.428440	-0.532821
0.234003	-1.458554	-0.420645
0.220103	-1.590082	-0.419225
0.601050	-1.412895	-0.712408
0.368291	-1.569456	-0.680904
0.308175	-1.526955	-0.508514
0.260557	-1.649645	-0.672889
0.651692	-2.216992	-0.359161
0.650802	-2.455626	-0.318657
0.609848	-2.399585	-0.381698
0.207769	-1.494707	-0.454705
0.181095	-1.499482	-0.614164
0.318376	-1.418792	-0.480348
0.434803	-1.491626	-0.501751
0.389364	-1.519255	-0.529215
0.332265	-1.453664	-0.615250
0.454280	-1.343073	-0.512116
0.216356	-1.444773	-0.662527
0.046035	-1.386521	-0.636389
0.236368	-1.298617	-0.521442
0.131296	-1.414488	-0.517541
0.356489	-1.362695	-0.615232
0.181163	-1.152464	-0.084987
0.428923	-1.575561	-0.566274
0.683310	-2.328596	-0.353127
0.707651	-2.295965	-0.368575
0.577547	3.019374	0.082517
0.895628	3.090772	-0.006690
0.409816	2.708065	0.278815
0.692390	2.865681	0.217444
0.536699	2.829985	0.211914
0.568300	2.796838	0.256186
0.403672	2.895287	0.097543
0.709660	2.940361	0.157629
0.013837	1.450102	0.503597
-0.059757	1.434360	0.460013
-0.104664	1.319249	0.526308
0.194971	1.499704	0.465532
0.101648	1.403608	0.586254
-0.110392	1.159117	0.588546
0.059517	1.492237	0.562181
0.057849	1.663489	0.691985
-0.046190	1.509438	0.527425
0.130057	1.647446	0.416928
0.221051	1.393473	0.520419
-0.119915	1.358343	0.465322
0.054067	1.811086	0.356360
-0.042104	1.403191	0.389955
-0.003562	0.583441	0.284298
-0.168337	0.308136	0.178563
0.091750	0.552112	0.528774
-0.096435	1.459249	0.545295
0.185975	1.639442	0.413776
0.711754	2.914564	0.085853
0.553495	2.575851	0.310761
0.589173	2.587859	0.443877
0.544832	2.801973	0.094164
0.550985	2.764085	0.356405
0.315536	2.697022	0.423844
0.262628	2.576673	0.074318
0.084615	1.640185	0.773394
0.042324	1.563824	0.301781
0.003702	0.759655	0.337463
-0.027482	0.443952	0.269915
0.011086	0.616677	0.501693
0.015909	0.813454	0.447881
0.153517	0.335135	0.485453
0.196479	1.729576	0.720720
0.007779	0.553166	0.469640
-0.039535	0.634333	0.396926
0.023958	0.441811	0.213935
0.050032	0.415429	0.355302
0.100629	0.795975	0.718720
-0.229223	0.282108	0.309829
-0.104226	0.551159	0.436360
-0.083315	0.722277	0.352450
-0.097094	-0.463018	-0.066565
0.006480	-0.704087	-0.432692
0.133322	-0.239501	0.120703
0.042192	-0.779040	-0.391388
-0.035380	-0.603263	-0.276675
-0.078693	-0.567490	-0.358894
-0.013594	-0.532809	-0.108367
0.168269	-0.775692	-0.234735
0.003531	-0.659080	-0.208734
-0.056751	-0.496031	-0.372179
0.023485	-0.514607	-0.092408
-0.048506	-0.342893	-0.166916
0.022792	0.605287	0.311979
0.018570	0.479367	0.361713
-0.152734	0.545517	0.280480
-0.064342	0.758255	0.451086
-0.121239	0.736688	0.567050
0.005952	0.667449	0.511851
-0.283792	0.480280	0.415607
0.079941	-0.480543	-0.044242
-0.048319	-0.518211	-0.235738
-0.251916	-0.595498	-0.434667
-0.033214	-0.383721	-0.042071
-0.200451	-0.531418	-0.233892
0.003049	-0.401653	-0.212672
0.105050	-0.400471	-0.114914
-0.222858	-0.661478	-0.352014
0.232359	-0.591159	-0.220074
0.227177	-0.253518	-0.037931
-0.117989	-0.412310	-0.131020
-0.002306	1.219865	0.704911
0.079430	1.568014	0.662979
-0.068385	1.343507	0.318706
0.099480	1.465359	0.478725
0.115960	1.604253	0.490853
0.090654	1.385483	0.433681
0.069314	1.591414	0.484285
0.041933	1.606731	0.316721
-0.063317	1.396555	0.574447
0.363247	2.722246	0.259712
0.078926	1.697308	0.404134
0.453163	2.642605	0.273607
0.567878	-3.051747	0.071412
0.575831	-2.405573	-0.338182
0.586038	-2.183262	-0.134853
0.515724	-2.133152	-0.647988
0.531730	-2.263198	-0.160125
0.418151	-2.195497	-0.389626
0.556222	-2.160627	-0.556442
0.545630	-2.544831	-0.306834
0.635619	-2.424618	-0.404623
0.628823	-2.044306	-0.292896
0.706837	-2.543563	0.081509
0.211794	-1.409387	-0.478767
0.209935	-1.479739	-0.677289
0.341999	-1.385668	-0.891554
0.178299	-1.280995	-0.671398
0.335194	-1.276227	-0.340491
0.327860	-1.269415	-0.486891
0.353468	-1.617660	-0.601231
0.474642	-1.308510	-0.365200
0.265044	-1.582886	-0.336777
0.389596	-1.392666	-0.450871
0.399024	-1.462218	-0.212576
0.415734	-1.397557	-0.610570
0.477372	-1.529526	-0.508446
0.391003	-1.412959	-0.721633
0.242597	-1.470934	-0.638499
0.581188	-2.517116	-0.231235
0.510509	-2.316301	-0.162429
0.616113	-2.284877	-0.580331
0.488429	-2.570915	-0.320463
0.412170	2.685803	0.310311
0.294596	2.589615	0.283640
0.472461	3.077595	-0.234290
0.594068	2.813087	0.266667
0.507580	2.658271	0.094539
0.495290	2.816452	0.187944
0.069340	1.219304	0.772924
0.030391	0.323738	0.253879
-0.055444	0.403026	0.538157
0.282241	1.788402	0.518501
0.256682	1.547788	0.593267
-0.069770	1.376318	0.459259
0.428248	2.536536	0.040272
0.736428	2.790302	0.214611
0.601282	2.996284	0.295414
0.649886	2.886118	0.227956
0.471867	2.569657	0.249874
0.607806	-3.130417	0.016787
0.566949	-2.240875	-0.217231
0.488385	-1.741870	-0.655132
0.522536	3.012381	0.209433
0.469436	2.937098	0.069288
0.429365	2.724007	0.405803
0.743036	3.042434	0.238691
0.661169	2.902558	0.288477
0.591468	2.819215	0.111692
0.590387	2.334952	0.346120
0.082275	1.519557	0.625570
0.125943	1.674876	0.481252
0.021012	1.397295	0.592576
0.282965	1.894866	0.422563
0.265658	1.725897	0.577388
0.395719	1.992960	0.613708
0.329680	1.711747	0.586139
0.089167	1.581993	0.470525
0.496796	2.824997	0.247411
0.588426	2.827023	0.103812
0.195323	1.558233	0.522381
0.130188	1.514310	0.545677
0.060888	1.368830	0.641400
0.188071	1.626528	0.419436
0.088651	0.426609	0.280638
-0.027897	0.554735	0.463495
-0.094742	0.746130	0.497473
0.108116	1.003205	0.560406
0.004435	0.726204	0.463662
-0.049218	0.602325	0.557826
-0.032247	0.515982	0.532989
0.109752	0.357386	0.195976
-0.008941	1.117159	0.584893
0.130229	1.407891	0.549171
-0.088745	1.354604	0.481768
0.182237	1.402250	0.599179
-0.051878	1.307643	0.509689
-0.056257	0.433444	0.524944
0.010240	0.500185	0.325858
0.100323	0.755485	0.522545
-0.280008	0.468115	0.332391
0.049360	0.724931	0.666615
-0.027033	0.657013	0.450599
-0.005615	0.696137	0.481550
0.061486	1.376499	0.494900
0.013640	1.461137	0.298057
0.310772	1.706471	0.494780
0.029545	0.523091	0.289938
0.056461	0.794444	0.472382
-0.200481	1.078771	0.696491
-0.026068	0.793289	0.394177
-0.030397	0.665049	0.414905
-0.015640	1.191650	0.477473
-0.044954	0.348251	0.350637
-0.076674	1.498795	0.611918
-0.168581	0.857320	0.590002
-0.175524	0.363041	0.396818
-0.010474	0.617632	0.474365
-0.176118	0.351469	0.318510
-0.212311	0.531126	0.133354
0.086029	0.580153	0.403354
0.210314	0.672564	0.571197
-0.066476	0.265876	0.207120
-0.043251	0.842804	0.327478
-0.168838	0.528409	0.148016
0.026245	-0.612357	-0.328204
0.124761	-0.443741	0.138384
-0.052480	-0.618541	-0.194836
0.228293	-0.214977	-0.114743
-0.005826	-0.856227	-0.364013
0.069031	-0.334840	0.117827
0.070063	-0.101791	0.181519
0.066246	-1.519168	-0.694974
0.443308	-1.447616	-0.461043
0.235864	-0.539523	-0.162101
0.087928	1.046372	0.596433
0.195892	1.424819	0.313856
-0.066521	1.328286	0.310143
0.163300	1.635703	0.558188
-0.055781	1.295132	0.661607
0.148337	1.507184	0.617190
0.075328	1.371005	0.415947
0.216444	2.003348	0.475503
0.318655	1.404435	0.674393
0.286264	1.556701	0.638503
-0.035102	1.242852	0.442450
0.261180	1.539630	0.470923
0.704258	2.961166	0.240574
0.628128	3.061742	0.233549
0.353216	2.713544	-0.068354
0.052543	2.424507	0.225990
0.651943	3.030790	-0.023700
0.445530	2.766169	0.382049
0.461174	2.836052	0.073916
0.445553	2.716703	0.290070
0.517169	2.843892	0.174995
0.469712	2.909598	0.344367
0.361753	1.794413	0.477733
0.396157	2.010495	0.546108
-0.012193	-0.306426	-0.045255
0.093695	-0.614143	-0.176744
0.095941	-0.484489	-0.149803
-0.018764	-0.464676	-0.195248
-0.018286	-0.655040	-0.151449
0.145588	-0.361493	-0.099332
0.207289	-0.564937	-0.278586
0.068626	-0.790362	-0.190098
0.278462	-0.396071	-0.099211
0.102669	-0.549929	-0.227200
0.161293	-0.500553	-0.127821
0.348308	-0.213888	-0.010041
0.153856	-0.420708	0.103093
0.088499	-0.718193	-0.230837
0.040390	-0.695845	-0.237251
-0.047347	-0.296448	0.020904
0.400518	-1.100612	-0.367893
0.494946	-1.349335	-0.467265
0.283642	-0.654488	-0.367666
0.225071	-1.584084	-0.507828
0.438945	-1.471841	-0.582978
0.641389	-2.189865	-0.238721
0.685324	-2.402217	-0.370853
0.428389	-1.759285	-0.572480
0.503657	-1.423398	-0.255246
0.234647	-1.467258	-0.657497
0.292617	-1.362865	-0.292037
0.356297	-1.522297	-0.450047
0.329595	-1.383652	-0.696605
0.227715	-1.808873	-0.567176
0.266130	-1.560541	-0.581545
0.398708	-1.418619	-0.628624
0.588604	-2.001203	-0.526328
0.458627	-2.272314	-0.386367
0.163317	-1.547426	-0.439120
0.297167	-1.305492	-0.169484
0.247107	-1.369610	-0.609090
0.343870	-1.566642	-0.346177
0.098574	-1.505345	-0.524131
0.447698	-1.386568	-0.592267
0.466289	-1.969438	-0.400406
0.508800	-2.293476	-0.472546
0.509952	-2.215950	-0.578838
0.526644	-2.373561	-0.454505
0.661700	-2.186528	-0.059006
0.612255	-2.212259	-0.541300
0.418383	-2.029687	-0.344879
0.431548	-2.311605	-0.128557
0.565511	-1.992367	-0.508948
0.558526	-2.171631	-0.678289
0.465190	-2.489672	-0.499894
0.647945	-2.163257	-0.365641
0.400518	-1.343581	-0.451819
0.355550	-1.219373	-0.616782
0.269676	-1.529996	-0.436465
0.286587	-1.420955	-0.433597
0.283717	-1.399396	-0.805497
0.216150	-1.556087	-0.387521
0.113289	-1.356852	-0.412306
0.333283	-1.350730	-0.381759
-0.003363	-1.242819	-0.652418
0.281387	-1.580085	-0.519379
0.367825	-1.914919	-0.446590
0.438345	-2.201309	-0.650353
0.426360	-2.280342	-0.286765
0.407876	-2.444473	-0.261445
0.282989	-1.410526	-0.329331
0.163515	-1.317005	-0.523122
0.086837	-0.479936	-0.025227
-0.243756	0.434046	0.233579
0.061820	0.738353	0.429880
-0.031145	0.663808	0.403508
-0.202326	0.686229	0.344521
-0.065774	0.415123	0.361212
-0.067495	0.437627	0.289208
-0.238778	0.656158	0.385098
0.063338	-0.401162	-0.234590
-0.155741	-0.667070	-0.180149
0.004861	-0.081866	0.092389
-0.190876	-0.416839	-0.120854
-0.049094	-0.314377	-0.022592
-0.145656	-0.324020	0.013751
0.109603	0.263517	0.402187
0.021693	-0.305000	0.062020
-0.003688	-0.267564	0.133162
-0.070759	-0.475412	0.011816
0.113614	-0.187839	0.009051
0.159155	-0.635707	0.000648
0.106973	-0.256300	-0.029315
0.131727	-0.476145	-0.092073
-0.011018	-0.328317	-0.139605
0.008133	-0.334751	-0.038336
0.158153	-0.120714	0.193808
0.065638	-0.461060	-0.133818
0.003409	-0.411439	-0.042117
-0.146986	-0.506098	0.138604
-0.131860	0.189705	0.247001
-0.045717	0.552962	0.518583
0.173692	-0.527327	-0.157692
0.146850	-0.553521	-0.231673
0.187002	-0.278986	-0.032770
0.178380	-0.194330	0.056500
0.217238	-0.366762	-0.128486
0.125531	-0.245999	-0.031508
0.107849	-0.362135	0.045391
0.089019	-0.326357	-0.042157
0.109226	-0.565193	-0.274273
-0.020705	-0.418249	-0.327117
-0.006829	-0.429079	0.110294
0.051540	-0.440258	-0.075999
0.226926	-0.693014	-0.173639
0.047052	-0.749909	-0.378920
0.043145	-0.440936	-0.300237
0.027566	-0.401789	-0.130664
0.098512	-0.339276	-0.066502
0.247931	-0.519152	-0.179668
0.343212	-0.235063	0.068113
-0.050564	-0.631591	-0.202950
0.014788	-0.564415	-0.408808
0.225249	-0.484887	-0.135813
0.151861	-0.534771	-0.141169
0.087701	-0.726895	-0.392100
0.287920	-1.206794	-0.530933
0.517663	-1.405149	-0.504290
0.357978	-1.441481	-0.360801
0.387236	-1.418715	-0.553088
0.279621	-1.421630	-0.533100
0.248022	-1.312812	-0.453400
0.288704	-1.263482	-0.502763
0.423867	-1.616095	-0.318357
0.721479	-0.696830	-0.149475
0.623608	-2.156955	-0.384896
0.854929	-2.331774	-0.304961
0.676104	-2.236908	-0.439470
0.715637	-2.297818	-0.318057
0.592457	-2.380297	-0.318622
0.624275	-2.373348	-0.117251
0.781916	-2.306692	-0.283689
0.820437	-2.792097	0.202809
0.644175	-2.279686	-0.545335
0.592176	-2.304561	-0.167100
0.630853	-2.487473	-0.333347
0.733806	2.762310	0.563249
0.500238	2.956836	0.231764
0.681427	2.403791	0.376913
0.045071	1.475330	0.342016
0.020181	1.381653	0.389774
0.115330	1.617946	0.527306
0.449553	2.748389	0.242585
0.604966	2.769529	0.074391
0.683125	3.013110	-0.064235
0.507772	2.479116	0.042699
0.470520	2.641256	0.131395
0.985401	-2.744499	-0.309438
0.419280	-1.449297	-0.472969
0.262272	-1.438593	-0.379286
0.222657	-1.064527	-0.406646
0.480210	-1.555919	-0.548232
0.428045	-1.593110	-0.503039
0.371335	-1.477952	-0.535106
0.727972	-2.163594	-0.241051
0.531179	-2.197582	-0.683103
0.625765	-2.591795	-0.382892
0.586687	-2.267474	-0.511893
0.761442	-2.190374	-0.451178
0.481213	2.539458	0.308628
0.716149	2.849058	0.313859
0.757811	2.924256	0.155924
0.523850	-2.369333	-0.308625
0.698980	-2.393749	-0.412255
0.721428	-2.357235	-0.427190
0.664761	-2.550949	-0.227102
0.525597	2.346354	0.563912
0.092712	1.510663	0.643393
0.062045	1.580783	0.487650
0.247078	1.607429	0.563815
0.352904	1.881369	0.426777
0.214922	1.703651	0.511134
0.191145	1.607136	0.446070
0.003409	1.492878	0.503465
0.596012	2.732220	0.139410
0.586923	2.772471	0.046642
0.317749	2.656225	0.303047
0.507352	2.994591	0.273870
0.470448	2.886021	0.131991
0.523941	2.887064	0.070021
0.002239	1.427852	0.652052
-0.173617	1.069702	0.540267
0.034205	1.133858	0.311147
0.023065	1.751412	0.523480
-0.041996	1.170414	0.483472
0.341720	2.154759	0.616785
0.225842	1.573400	0.509879
0.437249	2.731557	0.129650
0.637239	2.952563	0.212145
0.570402	2.980766	-0.017582
0.699146	2.705637	0.221648
-0.274497	0.422885	0.275464
0.003770	0.651956	0.491064
-0.107589	0.496215	0.473763
0.007624	0.658073	0.387035
-0.012003	-0.422743	-0.101624
0.025110	-0.884672	-0.135719
0.146986	0.753085	0.414275
0.067810	-0.772441	-0.352913
0.064104	-0.123852	-0.054559
0.096133	-0.471063	0.144854
0.015237	-0.408845	-0.093084
-0.061593	-0.735581	-0.328881
-0.010582	-0.888441	-0.207097
-0.065391	-0.025712	0.348027
0.063127	-0.603034	0.065389
0.380866	-1.532636	-0.522763
0.275814	-1.806484	-0.485783
0.278787	-1.467290	-0.394718
-0.080795	-0.646854	-0.148740
-0.110336	-0.542288	0.031683
-0.039420	-0.279146	0.239344
-0.005660	-0.433728	-0.068419
-0.014197	-0.360236	0.033439
-0.092134	-0.338833	0.268793
0.120613	-0.292884	-0.005397
-0.007297	-0.288323	-0.126997
-0.072819	0.995709	0.519661
-0.094244	0.533308	0.223917
-0.161637	0.665698	0.639583
-0.189072	0.573016	0.618417
0.201601	-0.432847	-0.084968
0.074854	-0.367593	0.074147
0.089966	-0.578235	-0.247041
0.373118	-1.544021	-0.539972
0.279946	-1.426114	-0.268622
0.533990	-2.220237	-0.490143
0.500379	-2.550074	-0.221912
0.663277	-2.513192	-0.553915
0.351396	-1.524535	-0.470986
-0.073128	-0.219416	-0.084111
-0.024649	-0.164916	0.006624
0.052918	-0.410474	-0.195831
-0.035357	-0.358093	0.083933
0.034842	-0.461629	-0.016244
0.103582	-0.363395	-0.040436
0.086844	-1.196104	-0.527458
0.342238	-1.407973	-0.686459
0.455566	-1.533872	-0.605497
0.186221	-1.228131	-0.714567
0.397884	-1.527619	-0.610380
0.249767	-1.451397	-0.738910
0.322736	-1.558165	-0.689801
0.293168	-1.335102	-0.735159
0.523653	-1.693144	-0.251561
0.210719	-1.395305	-0.627207
0.300862	-1.399857	-0.381749
0.339535	-1.749839	-0.646376
0.372291	-1.527868	-0.808960
0.304429	-1.353210	-0.430241
0.387379	-1.523919	-0.602537
0.779698	-2.267860	-0.357140
0.618344	-2.348632	-0.520073
0.699441	-2.483275	-0.253830
0.562603	-2.418400	-0.371506
0.740374	-2.588299	-0.115478
0.568007	-2.228545	-0.632286
0.254952	-1.302764	-0.377476
0.420849	-1.486247	-0.362809
0.671943	-1.252757	-0.353611
0.296826	-1.422843	-0.425255
0.305103	-1.303970	-0.470654
0.191904	-1.352829	-0.434775
0.203547	-1.539918	-0.589448
0.250963	-1.373710	-0.544105
0.393896	-1.521794	-0.366215
0.327672	-1.407584	-0.524068
0.157256	-0.957722	-0.474588
0.044398	-0.535769	-0.176462
-0.040265	-0.692808	-0.250320
0.115012	-0.652797	-0.307089
0.168868	-0.454032	0.057430
-0.014547	-0.467012	-0.173215
0.085991	-0.442547	0.090261
0.186277	-0.534680	-0.049203
0.100749	0.424021	0.170046
0.023199	1.340299	0.464954
0.254965	1.852074	0.576472
0.699104	-2.921493	0.075999
0.519598	-2.495896	-0.404812
0.598765	-2.391630	-0.407470
0.520885	-2.252698	-0.153064
0.583010	-2.306796	-0.513710
0.449127	-1.544294	-0.548142
0.179196	-1.440672	-0.400384
0.163961	-1.443581	-0.807286
0.526199	-1.441712	-0.469186
0.463875	-1.481985	-0.503653
0.301260	-1.546004	-0.773064
0.573992	-1.657270	-0.444396
0.364254	-1.526852	-0.432517
0.545253	-1.540813	-0.424181
0.425037	-1.476597	-0.717665
0.641494	-1.432709	-0.350022
0.100592	-0.333779	-0.021068
0.292734	-0.640784	-0.058242
-0.025693	-0.488371	-0.304762
0.009842	-0.540303	-0.306249
0.103866	-0.056343	0.078217
0.276095	-0.736950	-0.105741
0.224367	-0.412868	-0.078269
-0.065310	0.365205	0.318449
-0.064003	0.488567	0.341678
-0.199058	0.588213	0.241620
-0.073316	0.697160	0.527679
0.002271	0.525117	0.342022
-0.059711	0.951707	0.613316
-0.125747	0.738236	0.496625
-0.173302	0.193290	0.141719
-0.168463	0.749584	0.683480
-0.037163	0.608678	0.513896
0.144674	0.978203	0.502199
0.291255	1.409444	0.511476
0.075519	1.538040	0.554421
-0.049210	1.507361	0.593068
0.206308	1.209042	0.594630
-0.070365	0.626596	0.583663
0.098658	-0.550962	-0.224437
0.126517	-0.419645	0.034531
-0.079023	-0.652591	-0.093164
0.254719	-1.748412	-0.097246
0.355651	-1.471812	-0.553283
0.643046	-2.071571	-0.246805
0.451230	-2.380798	-0.215796
0.481461	-2.282493	-0.415821
0.286353	-1.352819	-0.411575
0.406552	-1.286650	-0.532062
0.476724	-1.403564	-0.466460
0.344694	-1.394906	-0.452337
0.468570	-1.343741	-0.378897
0.497181	-1.762707	-0.465396
0.276553	-1.650366	-0.365819
0.436207	-1.767526	-0.635453
0.431859	-1.405182	-0.312763
0.403675	-1.460403	-0.453538
0.294957	-1.629867	-0.354387
0.209473	-1.324115	-0.760044
0.459191	-1.540538	-0.399525
0.215046	-1.610738	-0.551442
0.388400	-1.400965	-0.450941
0.278397	-1.400234	-0.406747
0.221365	-1.467117	-0.434104
0.178961	-1.350597	-0.664738
0.291346	-1.705764	-0.238829
0.419886	-1.547500	-0.506529
0.205149	-1.479215	-0.468656
0.460746	-1.508549	-0.447092
0.312458	-1.581408	-0.641491
0.320006	-1.462291	-0.289808
0.390373	-1.368853	-0.150266
0.443279	-1.464595	-0.338383
0.222694	-1.537907	-0.533594
0.262908	-1.172303	-0.499674
0.414172	-1.500650	-0.582235
0.305550	-1.328518	-0.455524
0.306665	-1.688983	-0.481287
0.240808	2.243998	0.396471
0.681038	3.087275	-0.069393
0.469298	2.835328	0.206907
0.114937	1.142227	0.573150
0.134544	1.491623	0.529280
0.246908	1.606249	0.479849
0.025707	1.357037	0.435250
0.151378	1.496573	0.484872
0.194583	1.519855	0.567972
0.025773	1.502303	0.277996
0.171922	1.510141	0.451004
0.306262	1.413427	0.460418
-0.057233	1.392190	0.506819
-0.142305	1.436680	0.213386
0.005705	1.585553	0.432147
0.064776	1.592760	0.526863
0.234401	1.548617	0.358625
0.239491	1.337353	0.370514
0.088928	1.632136	0.280965
0.623674	2.739361	0.286890
0.755921	3.137215	-0.043345
0.623563	2.705744	0.329099
0.427838	2.945097	0.239868
0.420593	2.657033	0.145417
0.502555	2.767783	0.309709
0.248884	1.856365	0.628517
0.147287	1.309723	0.394778
0.421436	1.873011	0.662668
0.404253	2.626335	0.247104
0.483938	2.918829	-0.014928
0.211063	1.786175	0.720268
0.211476	1.460937	0.633649
0.602098	2.902465	0.253296
0.741288	2.943781	0.126763
0.615251	2.911878	0.174702
0.561078	2.779543	0.224568
0.612930	2.565688	0.422621
0.665716	2.758725	0.234066
0.515183	2.471583	0.436690
0.504625	2.941494	0.355400
0.809918	2.743743	0.440809
0.674720	2.954471	0.341432
0.609031	2.974687	0.191621
0.574425	2.721441	0.091963
0.639037	2.673427	0.312189
0.662246	2.879610	0.456419
0.665452	2.909144	0.467998
0.469885	2.687119	0.422413
0.437072	2.661465	0.366531
0.386786	2.747796	0.175688
0.705884	2.854289	0.130355
0.585305	2.883221	0.183692
0.877958	-3.131536	0.112193
-0.011779	1.578657	0.564577
0.346902	1.629221	0.659251
0.251710	1.779033	0.503212
0.155458	1.759458	0.129868
0.025714	1.425234	0.573122
0.241616	1.644734	0.504081
-0.041961	1.612775	0.464238
0.106772	1.250949	0.565111
0.072203	1.423616	0.509476
0.057414	1.479486	0.581573
0.433264	2.623233	0.448941
0.608799	2.769850	0.361407
0.321128	2.716095	0.125840
0.604484	2.969318	0.054285
0.744165	-2.503841	-0.276328
0.451424	-1.461668	-0.464418
0.615250	-1.722931	-0.492699
0.397593	-1.675712	-0.415151
0.453976	-1.464480	-0.592812
0.481896	-1.634452	-0.272065
0.288936	-1.132436	-0.401813
0.525681	-1.472047	-0.376564
0.205776	-1.326012	-0.590557
0.670423	-2.427462	-0.066169
0.583839	-2.360711	0.082116
0.348979	-2.970645	-0.231830
0.680799	2.953034	0.214503
0.459446	2.615179	0.292645
0.750373	3.074820	0.344521
0.722020	-2.343752	-0.195630
0.824696	-2.430484	-0.068960
0.838753	-2.055551	-0.511183
0.743725	3.010429	0.040026
0.577809	2.811718	0.028006
0.436561	2.620504	0.388812
0.648310	2.677066	0.420106
0.836069	-2.982883	0.134909
0.832290	2.944545	0.103819
0.549194	2.920526	0.202174
0.408301	2.675984	0.260878
0.567665	2.786156	0.502025
0.596280	2.879676	0.203818
0.632488	2.710105	0.406295
0.487888	2.728067	0.319648
0.622301	3.009539	0.159839
0.488041	2.613287	0.174158
